id,name,event_url,description,time,status
171248012,Project Breads Walk for Hunger 2014,http://www.meetup.com/Multicultural-Womens-Network/events/171248012/,"Come on Ladies!!!!

Let's get together for a great cause!!! On Sunday May 4th, 2014 more than 40,000 Walkers, 2,000 volunteers, and a generous group of donors will join together in a community event like no other in America. Together, they will raise awareness around hunger in our state, make a powerful statement about our shared commitment to help people in need, and, importantly, raise the dollars that make it possible for Project Bread to develop, fund, and facilitate much-needed programsprograms that interrupt the cycle of food insecurity in our communities, programs that improve the lives of individuals and families, programs that provide hope.

Check out the website for more info: http://walkforhunger.com/",upcoming
180019032,Great Meadows walk,http://www.meetup.com/Boston-Walking/events/180019032/,"Please carpool as parking is limited.

Great Meadowsis located just 20 miles west of Boston. The refuge was established in 1947 to provide nesting, resting, and feeding habitat for migratory birds. Roughly 85 percent of the refuge's 3,600 acres is comprised of valuable freshwater wetlands stretching along 12 miles of the Concord and Sudbury Rivers. Well known for its birdwatching opportunities, the public can also enjoy a variety of other wildlife-dependent recreational activities while visiting the refuge.

The Concord Unit is over 250 acres of land abutting the Concord River. It consists of two large pools of water surrounded be woodlands. This combination makes it an attractive stopping place for many different types of migratory birds and summer residents. These pools are usually called impoundments because the water level is adjusted throughout the year by refuge managers to create conditions favorable for diverse wildlife.

The draining of each pool is variably timed to benefit different groups of migrating birds. One pool is drained earlier in the season to encourage the growth of native forage plants that benefit fall-migrating waterfowl. The other pool is drained later in the summer to expose the invertebrate-rich mud flats that provide food for wading birds such as herons and egrets. Both pools are flooded in the fall and remain inundated until the following spring and summer.",upcoming
160064242,Paws in the Park,http://www.meetup.com/BostonFrenchBulldogs/events/160064242/,"https://www.facebook.com/events/1455153121372561/

14th Annual Dog Festival

Paws in the Park

Sunday, May 4th, 2014

10:00am - 3:00pm

Longfellow's Wayside Inn

72 Wayside Inn Road

Sudbury, MA 01776

http://www.saveadog.org/paws2014-rescues.asp

Come join FBRN and many other dog lovers for a day filled with family and canine fun while helping us raise money for homeless dogs!

Some of the activities that will be running throughout the day include an Agility Try-out ring, Demonstrations, Parade of Adoptable Dogs, Doggie Games, face painting for the kids, a silent auction, food, exhibitors, and more.

These prices have not been confirmed for 2014 yet, but 2013's admission was:

$10 for Adults and Children 12 and older.

$5 for Children ages 5-11, free for Children under 5.

Plan Ahead for a Fun Day!

-Rain or shine, dress for the weather!

-Bring your dog if he/she will enjoy being around other people or dogs.

-Keep your dog on a 6 ft. or shorter leash. For safety's sake, please, no retractable leashes.

-Be courteous and responsible - please clean up after your dog. Bags will be available.

-Walk the course only if you and your dog are in adequate physical condition to walk 1 mile.

-Water will be provided for both dogs and people at the walk mid-point. Even if you are not thirsty, be sure to let your dog have plenty of access to the provided water.",upcoming
176834612,Advanced Outdoor (Grass) QK Men's Doubles Volleyball,http://www.meetup.com/volleyball-122/events/176834612/,"THIS EVENT PAGE IS FOR THE MEN'S HEIGHT EVENT.

This is a QK outdoor doubles event on sand short-court. It is a friendship tournament event meetup consisting of doubles matches played in a King-Queen format, meaning that you will be playing with and against different people during pool play. Top players after pool play will compete in a playoff format. Cost: $0.

You can get to Nahant Beach by public transportation onTrain Newburyport/Rockport Line from North Station or bus 442. It is a one mile walk from Lynn station to the beach. You can bring a bike on the T (mostly). Car parking at the beach is $4 (or free if we're lucky).

This is a friendship tournament format, meaning call your own faults, as there are no referees.

The organizers for these events will be Matt BenDaniel and Brian Lee.

We will be using the ruleset listed in the first post on the following: http://www.meetup.com/volleyball-122/messages/boards/thread/8548572?thread=8548572

The event will start at 10:30 AM and will likely last at least until mid afternoon (~3:30 PM). If you would like to play in this event you must commit to staying at least through the end of pool play. Remember to bring snacks/food and water/beverages, as this event will involve a significant amount of volleyball play.

This event is intended for players with experience playing reverse coed doubles format. To sign up for this event, send an email to Matt using the following link on meetup:http://www.meetup.com/volleyball-122/message/?recipientId=1878223&amp;subject=5/4-Mens

In the email, provide the following information:

* Name

* Unless we already know you well, please include a detailed description of your doubles experience. It is *your* responsibility to truthfully convince us you have the skillz. If you're a beginner to doubles, you should check out other tournaments which offer B/BB level.

* Confirm that you have read the ruleset at the link above and that you agree to play by those rules.

* Confirm that you can commit to play from 10:30 AM to 3:30 PM.

For this event we will aim to have player numbers in a multiple of four so that there are no sitouts for players. Preference is given to AA/A players. Note that sending an email does not guarantee a spot to play; spots are only guaranteed if you are added to the event page.",upcoming
176832312,Advanced Outdoor (Grass) QK RevCoed Doubles Volleyball,http://www.meetup.com/volleyball-122/events/176832312/,"This is a QK outdoor doubles event on sand, short-court. It is a friendship tournament event meetup consisting of doubles matches played in a King-Queen format, meaning that you will be playing with and against different people during pool play. Assuming an equal gender signup, matches will be reverse coed. Top players after pool play will compete in a playoff format. Cost: $0.

You can get to Nahant Beach by public transportation onTrain Newburyport/Rockport Line from North Station or bus 442. It is a one mile walk from Lynn station to the beach. You can bring a bike on the T (mostly). Car parking at the beach is $4 (or free if we're lucky).

This is a friendship tournament format, meaning call your own faults, as there are no referees.

The organizers for these events will be Matt BenDaniel and Brian Lee.

We will be using the ruleset listed in the first post on the following: http://www.meetup.com/volleyball-122/messages/boards/thread/8548572?thread=8548572

The event will start at 10:30 AM and will likely last at least until mid afternoon (~3:30 PM). If you would like to play in this event you must commit to staying at least through the end of pool play. Remember to bring snacks/food and water/beverages, as this event will involve a significant amount of volleyball play.

This event is intended for players with experience playing reverse coed doubles format. To sign up for this event, send an email to Matt using the following link on meetup: http://www.meetup.com/volleyball-122/message/?recipientId=1878223&amp;subject=5/4

In the email, provide the following information:

* Name

* Gender

* Unless we already know you well, please include a detailed description of your reverse coed doubles experience. It is *your* responsibility to truthfully convince us you have the skillz. If you're a beginner to doubles, you should check out other tournaments which offer B/BB level.

* Confirm that you have read the ruleset at the link above and that you agree to play by those rules.

* Confirm that you can commit to play from 10:30 AM to 3:30 PM.

* Signup partner name (if you have a signup partner)

Preferably, each player in a signup pair should send an email.

For this event we will aim to have player numbers in a multiple of four so that there are no sitouts for players. Preference is given to AA/A players who sign up in male/female pairs. Single signups will initially be placed into the event to as needed to achieve gender balance, although if there is a lack of signups near to the event date we will allow gender imbalance in the roster. Note that sending an email does not guarantee a spot to play; spots are only guaranteed if you are added to the event page.",upcoming
180242832,Comic Book Brunch (with comic store trip),http://www.meetup.com/boston-scifi/events/180242832/,"Interested in comics? Come to the comic book brunch where we will discuss our favorites over some classic brunch options: http://www.burren.com/food.html. After food, we can stop off at the local comic book store, Comicazi ( http://www.comicazi.com/) to browse and point out the comics we were discussing.

There is no set agenda, but hopefully it will be a little more focused to comics from the overall sci-fi/fantasy genre. If people are interested, we can do this again.

The Burren and Comicazi are both in Davis Square, conveniently located on the Red Line. For those who drive, the parking meters are free on Sundays.",upcoming
167722942,Paws in the Park 2014,http://www.meetup.com/New-England-Dog-Friendly-Day-Trips/events/167722942/,"Please read the details for Paws in the Park here:

http://www.saveadog.org/paws2014.asp

If you are walking, you need to register! There is a $10 admission fee if you are not participating in the walk.

Come join us and many other dog lovers for a day filled with family and canine activities. Paws in the Park 2014 is held on the grounds of Longfellow's Wayside Inn in Sudbury, MA.

Some of the activities that will be running throughout the day include an Agility Try-out ring, A Parade of Adoptable Dogs, Doggie Games, face painting for the kids, Rain or shine, dress for the weather!

Bring your dog if he/she will enjoy being around other people or dogs. Keep your dog on a 6 ft. or shorter leash. For safety's sake, please, no retractable leashes. Be courteous and responsible - please clean up after your dog. Bags will be available. Walk the course only if you and your dog are in adequate physical condition to walk 1 mile. Water will be provided for both dogs and people at the walk mid-point. Even if you are not thirsty, be sure to let your dog have plenty of access to the provided water. Silent auction, food, exhibitors, and more.",upcoming
179498692,2014 May Fair @ Harvard Square,http://www.meetup.com/BostonPakSociety/events/179498692/,"Don't know much but looks interesting.

We should decide a meeting point..

http://www.harvardsquare.com/Home/Articles/The-31st-Annual-MayFair-in-Harvard-Square.aspx

""Plan to join us on Sunday, May 4th from 12pm- 6pm ( rain date: May 18th, 2014 ) for the 31st Annual MayFair featuring live music, dance, and street performers, family-friendly activities, sidewalk sales, arts and craft vendors, vintage goods, free goodies, food from all over the world, and the Rotary Club of Cambridge annual ""Chalk on the Walk.""""",upcoming
176388352,Salem Cinema - The Grand Budepest Hotel,http://www.meetup.com/Bostons-North-Shore-Arts-and-Dining-Meetup/events/176388352/,"The show starts at noon on Sunday. So, let's meet at 11:45 am in the lobby. If anyone is interested in food after, there are lots of choices.

THE GRAND BUDAPEST HOTEL recounts the adventures of Gustave H, a legendary concierge at a famous European hotel between the wars; and Zero Moustava, the lobby boy who becomes his most trusted friend. The story involves the theft and recovery of a priceless Renaissance painting; a raging battle for an enormous family fortune; a desperate chase on motorcycles, trains, sleds, and skis; and the sweetest confection of a love affair  all against the back-drop of a suddenly and dramatically changing Continent. Starring Ralph Fiennes, F. Murray Abraha, Mathieu Amalric, Adrien Brody, Willem Dafoe, Jeff Goldblum, Jude Law, Harvey Keitel, Bill Murray, Edward Norton, Saoirse Ronan, La Seydoux, Jason Schwartzman, Tilda Swinton, Tom Wilkinson, Owen Wilson, and introducing Tony Revolori.",upcoming
180428662,Metro Mushrooms; Farm Your Idle Spaces Year-round,http://www.meetup.com/Urban-Homesteaders-League/events/180428662/,"This hands-on workshop will teach you how to grow edible mushrooms almost anywhere: around your vegetable garden, in a small woodlot, in the cramped backyard of a triple-decker, or even in your basement.

The workshop will focus on growing wine cap, shiitake, and elm and other oyster mushrooms on logs. (Some varieties grow well on organic waste, like spent coffee grounds, a growing technique that will be covered in subsequent workshops.)

Every participant will take home a log they have inoculated with one of several varieties of mushroom mycelia. Over time, the mycelia colonize and digest the log, converting its nutrients into tasty edible mushroom flushes or blooms. Its a wonder to witness!

There is a $25 registration fee that covers the cost of everything, including the log. Space is limited; registering and paying is required. Visit Brown Paper Tickets at http://www.brownpapertickets.com/event/678130

About the Instructors: Dan Bensonoff is a devoted foodie, farmer and educator. He began his mycelial adventures as a child foraging with his grandparents. The beauty of mushrooms eventually led him to try his hand at cultivation. He lives in Jamaica Plain and works at the Newton Community Farm. Dan Schenk is a dedicated cultivator of gardens, farms, and communities. During his biological studies, Dan discovered a passion for foraging and hiking in the many forests of Michigan. Dan now lives in Jamaica Plain and works for the Boston Food Forest Coalition.",upcoming
180630852,Metro Mushrooms; Grow and Harvest Year-round,http://www.meetup.com/Boston-Permaculture/events/180630852/,"This hands-on workshop will teach you how to grow edible mushrooms almost anywhere: around your vegetable garden, in a small woodlot, in the cramped backyard of a triple-decker, or even in your basement. The workshop will focus on growing wine cap, shiitake, and elm and other oyster mushrooms on logs. (Some varieties grow well on organic waste, like spent coffee grounds, a growing technique that will be covered in subsequent workshops.) Every participant will take home a log they have inoculated with one of several varieties of mushroom mycelia. Over time, the mycelia colonize and digest the log, converting its nutrients into tasty edible mushroom flushes or blooms. Its a wonder to witness!

There is a $25 registration fee that covers the cost of everything, including the log. Space is limited; registering and paying is required. Visit Brown Paper Tickets at http://www.brownpapertickets.com/event/678130 . Email or call [masked]) me, Bill, if you have questions.

About the Instructors: Dan Bensonoff is a devoted foodie, farmer and educator. He began his mycelial adventures as a child foraging with his grandparents. The beauty of mushrooms eventually led him to try his hand at cultivation. He lives in Jamaica Plain and works at the Newton Community Farm. Dan Schenk is a dedicated cultivator of gardens, farms, and communities. During his biological studies, Dan discovered a passion for foraging and hiking in the many forests of Michigan. Dan now lives in Jamaica Plain and works for the Boston Food Forest Coalition.",upcoming
178544332,"Small Doggy PlayDate - Sunday, May 4 - UnLeashed in Burlington, 1:00 - 2:30 PM",http://www.meetup.com/smalldoggyplaydates/events/178544332/,"Unleashed, a Petco Company in Burlington, MA is graciously hosting our Small Doggy Playdate Group on Sunday, May 4, 2014, 1:00 - 2:30 p.m. Unleashed is providing a nice indoor space for our small doggys to socialize and play off-leash. The PlayDate is free. And parking is free too!

Please be sure your small dog(s) are clean, flea-free, up-to-date with all vaccines and are spayed or neutered.

Due to some of our food allergy-prone small dogs, please refrain from feeding doggy treats or snacks at the PlayDate. Their Moms and Dads will greatly appreciate this.",upcoming
178543632,"Small Doggy PlayDate - Sunday, May 4 - UnLeashed in Burlington, 1:00 - 2:30 PM",http://www.meetup.com/Massachusetts-Small-Doggy-Playdates/events/178543632/,"Unleashed, a Petco Company in Burlington, MA is graciously hosting our Small Doggy Playdate Group on Sunday, May 4, 2014, 1:00 - 2:30 p.m. Unleashed is providing a nice indoor space for our small doggys to socialize and play off-leash. The PlayDate is free. And parking is free too!

Please be sure your small dog(s) are clean, flea-free, up-to-date with all vaccines and are spayed or neutered.

Due to some of our food allergy-prone small dogs, please refrain from feeding doggy treats or snacks at the PlayDate. Their Moms and Dads will greatly appreciate this.",upcoming
178198222,Meredith Goldstein-Learning and Laughing about Relationships,http://www.meetup.com/The-Boston-Social-Cultural-Club/events/178198222/,"Please join us for this talk on relationships by Meredith Goldstein that promises to be both funny and informative.

Meredith Goldstein is the advice columnist for The Boston Globe and Boston.com. Her column Love Letters runs daily on Boston.com (about 1 million page views per month) and in The Boston Globe on Tuesdays, Wednesdays, and Sundays. In it, Meredith and her readers offer advice about problems relating to friendship, dating, marriage, divorce, break-ups, and everything in between.

After this talk,people are welcome to comeover to John Harvard's for drinks, food and more lively conversation.",upcoming
177308442,PLEIN AIR OUTING: Behind the Newton Marriott,http://www.meetup.com/painter-84/events/177308442/,"THE SCENE:Behind the Newton Marriott is a scenic view of the Charles, landscaped trees, a gazebo, a park bench, and people with Bermuda shorts and cameras. We painted there last year and found it decent.

WHEN: 2-3 hours starting at the posted time

RSVP POLICY: ***NOTE THAT THIS EVENT IS SUBJECT TO CANCELLATION IF THERE ARE 3 OR FEWER ARTISTS RSVPd. SO CHECK YOUR INBOX OR THIS CALENDAR THE DAY OF THE EVENT***

SPECIAL CONSIDERATIONS:None

WHERE TO MEET*: At the posted time, with 15 minute leeway for late-comers.

DIRECTIONS:It's immediately at the intersection of routes 128 and Mass pike, on Route 30. When you pull into the parking lot, continue to the very back of the parking lot and you'll find it.

THINGS TO BRING WHICH ARE OFTEN FORGOTTEN:

Mosquito repellant, Paper towels, Sweater, water, food, sunblock

IF LOST: If you become lost getting there, call.

INCLEMENT WEATHER: It is up to you to determine if the weather makes painting untenable. If in doubt, feel free to contact me.

CONTACT:

Michael Emerald, CFA

Look for a Black Mustang GT

[masked]

[masked]",upcoming
174903432,Let's make Amigurumi!,http://www.meetup.com/BostonJapaneseFilmsAnimeCulturalGroup/events/174903432/,"Amigurumi in a nutshell  cute toys made of yarn!

So youve been to artist alley and seen the cupcakes, Mario mushrooms, and ninjas (a good ninjas hard to find, Im impressed!), and thought, Wouldnt it be cool if I could MAKE one of those? Just for meeee? Well, nows your chance!

I would like to start a regular Amigurumi making meet-up, where we can work on crochet (or knit) toys. Its more fun to make toys when you have people to hang out with, right? And the world needs more squishy cuteness! I will be on hand to help decipher patterns as best I can, or for those completely new to the craft, to teach basic crochet techniques (*see note for teaching knitting techniques).

I (Lisa) will have some hooks available, and Amarley will have some yarn, but if you already have tools on hand or would like to bring your own, a basic guideline is to check your yarns label and whatever size hook it recommends, bring a hook 1-3 sizes smaller. I recommend learning on WORSTED WEIGHT yarn, with a size F, G or H hook. I will also look up a few basic patterns. Knitters* (please see note at the end) should bring their own needles as I wont have extra to give out, though you can certainly look at my collection to see some of the options available out there.

Materials Recommendations

The cheapest and most ubiquitous of the worsted weight yarns is RED HEART SUPER SAVER. It comes in 1 BILLION colors and is found at all major craft stores, Wal-Mart, many independent craft stores and some 5 and 10s. I also recommend (available in major craft stores) Vannas Choice, Lion Brand Wool Ease (contains some wool), or even Patons Classic wool for those not afraid of hand washing. I do not recommend Caron Simply Soft or Red Heart Soft for new crocheters or knitters due to their loosely spun, kind of limp texture, but if you like it, bring it! You are not limited by my recommendations, of course. I also suggest new toy makers not use very thin (or very thick) yarns when learning basic technique. Also, it is easier to learn with LIGHT COLORED yarn. Black can be HARD, even for experienced crafters.

Location

I live in Belmont, MA. My full address will be disclosed prior to the meet-up. I am located a few blocks off of the 73 busline (frequent, terminates in Harvard square Cambridge) and not much farther from the 71 and 75 buslines (also terminate in Harvard square) and have plenty of on-street parking near my house. New people are welcome, so please dont be limited by the fact that this is a private residence.

Preferred Guest Limit  15 . The bigger the group, the less 1 on 1 time I will have for teaching, but I will do my best. Also I will run out of chairs.

Food

Please bring snacks/drinks if you like. I'm not planning on providing food, but there is takeout nearby if people wish to order in.

New Knitters

Knitting toys is more complicated than crocheting them (in my opinion) due to the tools and techniques involved. One crochet hook in a size can do it all, but different needles are required in knitting for different tasks. For round objects, you cant use those long, straight needles in the craft store. You need Double Pointed Needles (DPNs) or Long circular needles (two needles connected by a flexible cord) for knitting in the round. While I can definitely give you pointers, teaching how to use these types of needles for brand new knitters can be intense, and getting started can be fiddly, even for experienced knitters. If there are enough people that want to learn to knit, we may be able to make a separate day for teaching these techniques.",upcoming
qvpzjjyshbgb,"JAZZ AND FOOD @ CHIANTI'S in Beverly, Sunday May 4 @ 5:30 pm",http://www.meetup.com/NorthShoreSocial/events/178801682/,"JAZZ @ CHIANTI'S TUSCAN in Beverly

Sunday May 4 @ 5:30 pm

Chianti Tuscan Restaurant is the place to be on the North Shore. For years Rich Marinos hospitality has welcomed people to the warm ambiance of his critically acclaimed restaurant, but now, Chianti has its own jazz club too. Come sample our Tuscan dishes, hear some live music, and relax with our welcoming ambiance.

Come join NSS for a pleasant evening full of Jazz music, good food and amazing company. See you there.

The Eric Goldberg Trio returns tonight with Mike Miksis on Bass, and Steve Langone on drums. Music will start at 6:30 pm.

MEETUP EVENT IS SPONSORED BY:

NORTH SHORE SOCIAL

PLEASE RVSP ONLY IF YOU ARE SURE YOU CAN MAKE IT ANDKEEP YOUR RVSP UP TO DATE.

Be Safe, yours truly Eirini Kay.",upcoming
dsnrgjyshbhb,Framingham Hearts NEW LOCATION,http://www.meetup.com/hearts-80/events/178538302/,"Fond as we are of Mariana our loyal waitress, we are moving away from TGI Friday because the food is so consistently terrible. It is impressive how they can ruin absolutely everything.

Anyway, we're going to try outthe British Beer Company, which is across Rt 9 from TGI Friday.",upcoming
180700512,Cinco De Mayo Mexican Dinner ,http://www.meetup.com/Fun-and-Exciting-South-Shore-Couples/events/180700512/,"I loooove Mexican food! Let's celebrate Cinco De Mayo on Monday with tacos, fajitas and burritos! But where? I am looking for suggestions. Thanks!",upcoming
dvxqmgyshbhb,Life's Healing Choices: The Reality Choice,http://www.meetup.com/CelebrateRecovery-Framingham/events/157495752/,"Join us for week one of this nine-week spiritual growth series based on the Beatitudes of Jesus.

Learn how to...

* heal from painful relationships,

* work through forgiveness,

* understand and be able to release past hurts,

* build a healthy foundation for lasting change,

* create goals that will foster positive habits for the future,

* and so much more!

Through making each of Life's Healing Choices, you will find God's pathway to wholeness, growth, spiritual maturity, joy and healing.

Our Schedule

6:30-6:45 Music to prepare us for the evening's topic

6:45-7:00 Announcements &amp; reciting of the 8 principles/choices of Celebrate Recovery

7:00-7:25  Life's Healing Choices: The Reality Choice

7:25  Break

7:30-8:15 Men's and Women's groups meet to discuss the topic of the evening

8:15-8:45 CrossTalk Cafe (refreshments and conversation).

Celebrate Recovery is a weekly support group/seminar for people who are struggling with Hurts, Hang-ups, or Habits.

Talk to people who understand and find ways to celebrate your recovery.

About twenty of us meet on Mondays from 6:30- 8:30 pm at Crossroads Community Church located at 1341 Edgell Road in Framingham 01701.

The Celebrate Recovery curriculum lasts for one year, but you can jump in at any point; each discussion stands on its own.

Every other week or so we have a lesson (20-25 minutes long). On the alternating weekswe have someone share their story of recovery.

The Celebrate Recovery material is based on a Christian perspective, though people of all faiths and no faith participate in this program.

Celebrate Recovery is supervised by:

Vinnie Cappetta

[masked] x3

[masked]

Sponsored by Crossroads Community Church",upcoming
